Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Utilisation et traitement des données (Orientation sexuelle)/Ces données sont-elles traitées de manière éphémère ?
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Utilisation et traitement des données (Orientation sexuelle)/Ces données sont-elles requises pour votre appli, ou les utilisateurs peuvent-ils décider qu'elles soient collectées ou non ?/Les utilisateurs peuvent choisir si ces données sont collectées ou non"
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Utilisation et traitement des données (Orientation sexuelle)/Ces données sont-elles requises pour votre appli, ou les utilisateurs peuvent-ils décider qu'elles soient collectées ou non ?/La collecte de données est requise (les utilisateurs ne peuvent pas désactiver cette collecte)"
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Fonctionnement de l'appli
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Analyse
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Communications du développeur
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Prévention des fraudes, sécurité et conformité"
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Publicité ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Personnalisation
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Gestion des comptes
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Fonctionnement de l'appli
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Analyse
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Communications du développeur
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Prévention des fraudes, sécurité et conformité"
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Publicité ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Personnalisation
PSL_DATA_USAGE_RESPONSES:PSL_SEXUAL_ORIENTATION_GENDER_IDENTITY:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilisation et traitement des données (Orientation sexuelle)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Gestion des comptes
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Autres infos)/Ces données sont-elles collectées, partagées ou les deux ?/Collectées"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Autres infos)/Ces données sont-elles collectées, partagées ou les deux ?/Partagées"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Utilisation et traitement des données (Autres infos)/Ces données sont-elles traitées de manière éphémère ?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Utilisation et traitement des données (Autres infos)/Ces données sont-elles requises pour votre appli, ou les utilisateurs peuvent-ils décider qu'elles soient collectées ou non ?/Les utilisateurs peuvent choisir si ces données sont collectées ou non"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Utilisation et traitement des données (Autres infos)/Ces données sont-elles requises pour votre appli, ou les utilisateurs peuvent-ils décider qu'elles soient collectées ou non ?/La collecte de données est requise (les utilisateurs ne peuvent pas désactiver cette collecte)"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Fonctionnement de l'appli
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Analyse
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Communications du développeur
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Prévention des fraudes, sécurité et conformité"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Publicité ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Personnalisation
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Gestion des comptes
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Fonctionnement de l'appli
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Analyse
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Communications du développeur
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Prévention des fraudes, sécurité et conformité"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Publicité ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Personnalisation
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilisation et traitement des données (Autres infos)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Gestion des comptes
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Ces données sont-elles collectées, partagées ou les deux ?/Collectées"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Ces données sont-elles collectées, partagées ou les deux ?/Partagées"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Ces données sont-elles traitées de manière éphémère ?
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Ces données sont-elles requises pour votre appli, ou les utilisateurs peuvent-ils décider qu'elles soient collectées ou non ?/Les utilisateurs peuvent choisir si ces données sont collectées ou non"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Ces données sont-elles requises pour votre appli, ou les utilisateurs peuvent-ils décider qu'elles soient collectées ou non ?/La collecte de données est requise (les utilisateurs ne peuvent pas désactiver cette collecte)"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Fonctionnement de l'appli
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Analyse
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Communications du développeur
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Prévention des fraudes, sécurité et conformité"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Publicité ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Personnalisation
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Gestion des comptes
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Fonctionnement de l'appli
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Analyse
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Communications du développeur
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Prévention des fraudes, sécurité et conformité"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Publicité ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Personnalisation
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_DEBIT_BANK_ACCOUNT_NUMBER:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilisation et traitement des données (Informations de paiement de l'utilisateur)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Gestion des comptes
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,"Utilisation et traitement des données (Historique des achats)/Ces données sont-elles collectées, partagées ou les deux ?/Collectées"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,false,MULTIPLE_CHOICE,"Utilisation et traitement des données (Historique des achats)/Ces données sont-elles collectées, partagées ou les deux ?/Partagées"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,Utilisation et traitement des données (Historique des achats)/Ces données sont-elles traitées de manière éphémère ?
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Utilisation et traitement des données (Historique des achats)/Ces données sont-elles requises pour votre appli, ou les utilisateurs peuvent-ils décider qu'elles soient collectées ou non ?/Les utilisateurs peuvent choisir si ces données sont collectées ou non"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,true,SINGLE_CHOICE,"Utilisation et traitement des données (Historique des achats)/Ces données sont-elles requises pour votre appli, ou les utilisateurs peuvent-ils décider qu'elles soient collectées ou non ?/La collecte de données est requise (les utilisateurs ne peuvent pas désactiver cette collecte)"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Fonctionnement de l'appli
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,true,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Analyse
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Communications du développeur
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,true,MULTIPLE_CHOICE,"Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Prévention des fraudes, sécurité et conformité"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Publicité ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Personnalisation
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Gestion des comptes
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Fonctionnement de l'appli
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Analyse
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Communications du développeur
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Prévention des fraudes, sécurité et conformité"
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Publicité ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Personnalisation
PSL_DATA_USAGE_RESPONSES:PSL_PURCHASE_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Utilisation et traitement des données (Historique des achats)/Pourquoi ces données utilisateur sont-elles partagées ? Plusieurs réponses possibles./Gestion des comptes
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Cote de crédit)/Ces données sont-elles collectées, partagées ou les deux ?/Collectées"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Utilisation et traitement des données (Cote de crédit)/Ces données sont-elles collectées, partagées ou les deux ?/Partagées"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Utilisation et traitement des données (Cote de crédit)/Ces données sont-elles traitées de manière éphémère ?
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Utilisation et traitement des données (Cote de crédit)/Ces données sont-elles requises pour votre appli, ou les utilisateurs peuvent-ils décider qu'elles soient collectées ou non ?/Les utilisateurs peuvent choisir si ces données sont collectées ou non"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Utilisation et traitement des données (Cote de crédit)/Ces données sont-elles requises pour votre appli, ou les utilisateurs peuvent-ils décider qu'elles soient collectées ou non ?/La collecte de données est requise (les utilisateurs ne peuvent pas désactiver cette collecte)"
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Utilisation et traitement des données (Cote de crédit)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Fonctionnement de l'appli
PSL_DATA_USAGE_RESPONSES:PSL_CREDIT_SCORE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Utilisation et traitement des données (Cote de crédit)/Pourquoi ces données utilisateur sont-elles collectées ? Plusieurs réponses possibles./Analyse
