display_name,category,sector,country_codes,barcodes,aliases,image_url,unit,tags,supplier_suggestions,marketplace_matches,publication_status,notes,reference_price,sale_price,supplier_hint,verified,added_by_count
Tropatépine 5mg comprimé - Lepticur VII- MEDICAMENTS AGISSANT SUR LE SANG VII-1 ANTI-ANEMIQUES,comprimé,pharmacie,SN,,Tropatépine 5mg comprimé|Tropatépine|Lepticur VII- MEDICAMENTS AGISSANT SUR LE SANG VII-1 ANTI-ANEMIQUES,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Tropatépine 5mg comprimé + + Lepticur VII- MEDICAMENTS AGISSANT SUR LE SANG VII-1 ANTI-ANEMIQUES,,,Lepticur VII- MEDICAMENTS AGISSANT SUR LE SANG VII-1 ANTI-ANEMIQUES,false,1
Acide folique 5mg comprimé - Foldine,comprimé,pharmacie,SN,,Acide folique 5mg comprimé|Acide folique|Foldine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Acide folique 5mg comprimé + + + + Foldine,,,Foldine,false,1
Acide folique 2mg comprimé - Foldine,comprimé,pharmacie,SN,,Acide folique 2mg comprimé|Acide folique|Foldine,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Acide folique 2mg comprimé + + + + Foldine,,,Foldine,false,1
Chélateurs de fer 125mg comprimé - Déférasirox,comprimé,pharmacie,SN,,Chélateurs de fer 125mg comprimé|Chélateurs de fer|Déférasirox,,,medicament|senegal|comprimé,,,draft,Niveaux: + | Source: Chélateurs de fer 125mg comprimé + Déférasirox,,,Déférasirox,false,1
Chélateurs de fer 250mg comprimé - Déférasirox,comprimé,pharmacie,SN,,Chélateurs de fer 250mg comprimé|Chélateurs de fer|Déférasirox,,,medicament|senegal|comprimé,,,draft,Niveaux: + | Source: Chélateurs de fer 250mg comprimé + Déférasirox,,,Déférasirox,false,1
Chélateurs de fer 500mg comprimé - Déférasirox 22,comprimé,pharmacie,SN,,Chélateurs de fer 500mg comprimé|Chélateurs de fer|Déférasirox 22,,,medicament|senegal|comprimé,,,draft,Niveaux: + | Source: Chélateurs de fer 500mg comprimé + Déférasirox 22,,,Déférasirox 22,false,1
Cyanocobalamine 1mg injectable - Vitamine B12,injectable,pharmacie,SN,,Cyanocobalamine 1mg injectable|Cyanocobalamine|Vitamine B12,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Cyanocobalamine 1mg injectable + + + Vitamine B12,,,Vitamine B12,false,1
"Erythropoïétine 2000UI/0,5ml injectable - Eprex",injectable,pharmacie,SN,,"Erythropoïétine 2000UI/0,5ml injectable|Erythropoïétine|Eprex",,,medicament|senegal|injectable,,,draft,"Niveaux: + + | Source: Erythropoïétine 2000UI/0,5ml injectable + + Eprex",,,Eprex,false,1
"Erythropoïétine 4000UI/0,5ml injectable - Eprex",injectable,pharmacie,SN,,"Erythropoïétine 4000UI/0,5ml injectable|Erythropoïétine|Eprex",,,medicament|senegal|injectable,,,draft,"Niveaux: + + | Source: Erythropoïétine 4000UI/0,5ml injectable + + Eprex",,,Eprex,false,1
"Erythropoïétine 5000UI/0,5ml injectable - Eprex",injectable,pharmacie,SN,,"Erythropoïétine 5000UI/0,5ml injectable|Erythropoïétine|Eprex",,,medicament|senegal|injectable,,,draft,"Niveaux: + + | Source: Erythropoïétine 5000UI/0,5ml injectable + + Eprex",,,Eprex,false,1
"Erythropoïétine 10000UI/0,5ml injectable - Eprex",injectable,pharmacie,SN,,"Erythropoïétine 10000UI/0,5ml injectable|Erythropoïétine|Eprex",,,medicament|senegal|injectable,,,draft,"Niveaux: + + | Source: Erythropoïétine 10000UI/0,5ml injectable + + Eprex",,,Eprex,false,1
Sels ferreux Forme pédiatrique 50mg/5ml injectable,injectable,pharmacie,SN,,Sels ferreux Forme pédiatrique 50mg/5ml injectable|Sels ferreux,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Sels ferreux Forme pédiatrique 50mg/5ml injectable + + + +,,,,false,1
"Epoétine bêta 50µg/0,3ml injectable - Néorecormon",injectable,pharmacie,SN,,"Epoétine bêta 50µg/0,3ml injectable|Epoétine bêta|Néorecormon",,,medicament|senegal|injectable,,,draft,"Niveaux: + | Source: Epoétine bêta 50µg/0,3ml injectable + Néorecormon",,,Néorecormon,false,1
"Epoétine bêta 75µg/0,3ml injectable - Néorecormon",injectable,pharmacie,SN,,"Epoétine bêta 75µg/0,3ml injectable|Epoétine bêta|Néorecormon",,,medicament|senegal|injectable,,,draft,"Niveaux: + | Source: Epoétine bêta 75µg/0,3ml injectable + Néorecormon",,,Néorecormon,false,1
"Epoétine bêta 100µg/0,3ml injectable - Néorecormon",injectable,pharmacie,SN,,"Epoétine bêta 100µg/0,3ml injectable|Epoétine bêta|Néorecormon",,,medicament|senegal|injectable,,,draft,"Niveaux: + | Source: Epoétine bêta 100µg/0,3ml injectable + Néorecormon",,,Néorecormon,false,1
"Epoétine bêta 150µg/0,3ml injectable - Néorecormon",injectable,pharmacie,SN,,"Epoétine bêta 150µg/0,3ml injectable|Epoétine bêta|Néorecormon",,,medicament|senegal|injectable,,,draft,"Niveaux: + | Source: Epoétine bêta 150µg/0,3ml injectable + Néorecormon",,,Néorecormon,false,1
"Epoétine bêta 200µg/0,3ml injectable - Néorecormon",injectable,pharmacie,SN,,"Epoétine bêta 200µg/0,3ml injectable|Epoétine bêta|Néorecormon",,,medicament|senegal|injectable,,,draft,"Niveaux: + | Source: Epoétine bêta 200µg/0,3ml injectable + Néorecormon",,,Néorecormon,false,1
"Epoétine bêta 50µg/0,3ml injectable - Néorecormon",injectable,pharmacie,SN,,"Epoétine bêta 50µg/0,3ml injectable|Epoétine bêta|Néorecormon",,,medicament|senegal|injectable,,,draft,"Niveaux: + | Source: Epoétine bêta 50µg/0,3ml injectable + Néorecormon",,,Néorecormon,false,1
"Epoétine bêta 250µg/0,3ml injectable - Néorecormon",injectable,pharmacie,SN,,"Epoétine bêta 250µg/0,3ml injectable|Epoétine bêta|Néorecormon",,,medicament|senegal|injectable,,,draft,"Niveaux: + | Source: Epoétine bêta 250µg/0,3ml injectable + Néorecormon",,,Néorecormon,false,1
Fer ferrique 100mg/2ml injectable,injectable,pharmacie,SN,,Fer ferrique 100mg/2ml injectable|Fer ferrique,,,medicament|senegal|injectable,,,draft,Niveaux: + | Source: Fer ferrique 100mg/2ml injectable +,,,,false,1
"Fer + acide folique 60mg/0,4mg comprimé - Folifer",comprimé,pharmacie,SN,,"Fer + acide folique 60mg/0,4mg comprimé|Fer + acide folique|Folifer",,,medicament|senegal|comprimé,,,draft,"Niveaux: + + + + + | Source: Fer + acide folique 60mg/0,4mg comprimé + + + + + Folifer",,,Folifer,false,1
Sels ferreux Forme adulte 80mg comprimé - Fumafer,comprimé,pharmacie,SN,,Sels ferreux Forme adulte 80mg comprimé|Sels ferreux|Fumafer,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + + | Source: Sels ferreux Forme adulte 80mg comprimé + + + + + Fumafer,,,Fumafer,false,1
Sels ferreux forme adule 100mg injectable,injectable,pharmacie,SN,,Sels ferreux forme adule 100mg injectable|Sels ferreux forme adule,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Sels ferreux forme adule 100mg injectable + + +,,,,false,1
Sels ferreux Forme adulte 100mg Comprimé,Comprimé,pharmacie,SN,,Sels ferreux Forme adulte 100mg Comprimé|Sels ferreux,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + + | Source: Sels ferreux Forme adulte 100mg Comprimé + + + + +,,,,false,1
Sels ferreux Forme pédiatrique 33mg Poudre/ sirop,sirop,pharmacie,SN,,Sels ferreux Forme pédiatrique 33mg Poudre/ sirop|Sels ferreux,,,medicament|senegal|sirop,,,draft,Niveaux: + + + + + | Source: Sels ferreux Forme pédiatrique 33mg Poudre/sirop + + + + +,,,,false,1
Sels ferreux Forme pédiatrique 50mg/5ml Comprimé/ Sirop - VII-2 Anti-hémorragiques Hémostatiques,Sirop,pharmacie,SN,,Sels ferreux Forme pédiatrique 50mg/5ml Comprimé/ Sirop|Sels ferreux|VII-2 Anti-hémorragiques Hémostatiques,,,medicament|senegal|sirop,,,draft,Niveaux: + + + + + | Source: Sels ferreux Forme pédiatrique 50mg/5ml Comprimé/Sirop + + + + + VII-2 Anti-hémorragiques Hémostatiques,,,VII-2 Anti-hémorragiques Hémostatiques,false,1
Etamsylate 500mg comprimé - Dicynone,comprimé,pharmacie,SN,,Etamsylate 500mg comprimé|Etamsylate|Dicynone,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Etamsylate 500mg comprimé + + + + Dicynone,,,Dicynone,false,1
Etamsylate 250mg/2ml injectable - Dicynone,injectable,pharmacie,SN,,Etamsylate 250mg/2ml injectable|Etamsylate|Dicynone,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Etamsylate 250mg/2ml injectable + + + + Dicynone,,,Dicynone,false,1
Misoprostol 200 µg comprimé - Cytotec 23,comprimé,pharmacie,SN,,Misoprostol 200 µg comprimé|Misoprostol|Cytotec 23,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + + | Source: Misoprostol 200 µg comprimé + + + + + Cytotec 23,,,Cytotec 23,false,1
Acide tranexamique 1g ampoule buvable - Exacyl,ampoule buvable,pharmacie,SN,,Acide tranexamique 1g ampoule buvable|Acide tranexamique|Exacyl,,,medicament|senegal|ampoule buvable,,,draft,Niveaux: + + + | Source: Acide tranexamique 1g ampoule buvable + + + Exacyl,,,Exacyl,false,1
Acide tranexamique 500mg comprimé - Exacyl,comprimé,pharmacie,SN,,Acide tranexamique 500mg comprimé|Acide tranexamique|Exacyl,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Acide tranexamique 500mg comprimé + + + Exacyl,,,Exacyl,false,1
Acide tranexamique 500g injectable - Exacyl,injectable,pharmacie,SN,,Acide tranexamique 500g injectable|Acide tranexamique|Exacyl,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Acide tranexamique 500g injectable + + + Exacyl,,,Exacyl,false,1
"Phytoménadione 2mg/0,2ml solution acqueuse injectable et buvable - Vitamine K1",solution acqueuse injectable et buvable,pharmacie,SN,,"Phytoménadione 2mg/0,2ml solution acqueuse injectable et buvable|Phytoménadione|Vitamine K1",,,medicament|senegal|solution acqueuse injectable et buvable,,,draft,"Niveaux: + + + + | Source: Phytoménadione 2mg/0,2ml solution acqueuse injectable et buvable + + + + Vitamine K1",,,Vitamine K1,false,1
Phytoménadione 10mg/ml solution injectable et buvable - Vitamine K1 VII-3 Anticoagulants et antiagregants plaquettaires,solution injectable et buvable,pharmacie,SN,,Phytoménadione 10mg/ml solution injectable et buvable|Phytoménadione|Vitamine K1 VII-3 Anticoagulants et antiagregants plaquettaires,,,medicament|senegal|solution injectable et buvable,,,draft,Niveaux: + + + + | Source: Phytoménadione 10mg/ml solution injectable et buvable + + + + Vitamine K1 VII-3 Anticoagulants et antiagregants plaquettaires,,,Vitamine K1 VII-3 Anticoagulants et antiagregants plaquettaires,false,1
fluindione 20mg comprime - Préviscan,M?dicament,pharmacie,SN,,fluindione 20mg comprime|fluindione|Préviscan,,,medicament|senegal,,,draft,Niveaux: + + + | Source: fluindione 20mg comprime + + + Préviscan,,,Préviscan,false,1
Acénocoumarol 4mg comprimé - Sintrom,comprimé,pharmacie,SN,,Acénocoumarol 4mg comprimé|Acénocoumarol|Sintrom,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Acénocoumarol 4mg comprimé + + + Sintrom,,,Sintrom,false,1
Acénocoumarol 1mg comprimé - Mini-sintrom,comprimé,pharmacie,SN,,Acénocoumarol 1mg comprimé|Acénocoumarol|Mini-sintrom,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Acénocoumarol 1mg comprimé + + + Mini-sintrom,,,Mini-sintrom,false,1
Rivaroxaban 10mg comprimé - RIXA,comprimé,pharmacie,SN,,Rivaroxaban 10mg comprimé|Rivaroxaban|RIXA,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Rivaroxaban 10mg comprimé + + + RIXA,,,RIXA,false,1
Enoxaparine 2000 ui anti Xa injectable - Lovenox,injectable,pharmacie,SN,,Enoxaparine 2000 ui anti Xa injectable|Enoxaparine|Lovenox,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Enoxaparine 2000 ui anti Xa injectable + + + Lovenox,,,Lovenox,false,1
Enoxaparine 4000 ui anti Xa injectable - Lovenox,injectable,pharmacie,SN,,Enoxaparine 4000 ui anti Xa injectable|Enoxaparine|Lovenox,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Enoxaparine 4000 ui anti Xa injectable + + + Lovenox,,,Lovenox,false,1
Enoxaparine 6000 ui anti Xa injectable - Lovenox,injectable,pharmacie,SN,,Enoxaparine 6000 ui anti Xa injectable|Enoxaparine|Lovenox,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Enoxaparine 6000 ui anti Xa injectable + + + Lovenox,,,Lovenox,false,1
Enoxaparine 8000 ui anti Xa injectable - Lovenox,injectable,pharmacie,SN,,Enoxaparine 8000 ui anti Xa injectable|Enoxaparine|Lovenox,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Enoxaparine 8000 ui anti Xa injectable + + + Lovenox,,,Lovenox,false,1
Enoxaparine 10000 ui anti Xa injectable - Lovenox,injectable,pharmacie,SN,,Enoxaparine 10000 ui anti Xa injectable|Enoxaparine|Lovenox,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Enoxaparine 10000 ui anti Xa injectable + + + Lovenox,,,Lovenox,false,1
Héparinate non fractionnée 250UI/ml injectable - Calciparine,injectable,pharmacie,SN,,Héparinate non fractionnée 250UI/ml injectable|Héparinate non fractionnée|Calciparine,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Héparinate non fractionnée 250UI/ml injectable + + + Calciparine,,,Calciparine,false,1
Héparinate de sodium 25000ui/5ml injectable - Héparine sodique,injectable,pharmacie,SN,,Héparinate de sodium 25000ui/5ml injectable|Héparinate de sodium|Héparine sodique,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Héparinate de sodium 25000ui/5ml injectable + + + Héparine sodique,,,Héparine sodique,false,1
Streptokinase 1.500.000ui injectable - Streptase,injectable,pharmacie,SN,,Streptokinase 1.500.000ui injectable|Streptokinase|Streptase,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Streptokinase 1.500.000ui injectable + + + Streptase,,,Streptase,false,1
Altéplase 100mg injectable - Actilise,injectable,pharmacie,SN,,Altéplase 100mg injectable|Altéplase|Actilise,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Altéplase 100mg injectable + + Actilise,,,Actilise,false,1
Tenecteplase 10 000 U/10 ml Injectable - Metalyse,Injectable,pharmacie,SN,,Tenecteplase 10 000 U/10 ml Injectable|Tenecteplase|Metalyse,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Tenecteplase 10 000 U/10 ml Injectable + + Metalyse,,,Metalyse,false,1
Clopidogrel 75mg comprimé - Plavix,comprimé,pharmacie,SN,,Clopidogrel 75mg comprimé|Clopidogrel|Plavix,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Clopidogrel 75mg comprimé + + + Plavix,,,Plavix,false,1
Ticagrelol 90mg comprimé,comprimé,pharmacie,SN,,Ticagrelol 90mg comprimé|Ticagrelol,,,medicament|senegal|comprimé,,,draft,Source: Ticagrelol 90mg comprimé + + + Brilique 24 VII-4 Anti goutteux (traitement adjuvant et symptomatique),,,,false,1
Allupurinol 100mg comprimé - Zyloric,comprimé,pharmacie,SN,,Allupurinol 100mg comprimé|Allupurinol|Zyloric,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Allupurinol 100mg comprimé + + + Zyloric,,,Zyloric,false,1
Allupurinol 300mg comprimé,comprimé,pharmacie,SN,,Allupurinol 300mg comprimé|Allupurinol,,,medicament|senegal|comprimé,,,draft,Source: Allupurinol 300mg comprimé + + + Zyloric VIII- DERIVES SUCCEDANES DU SANG (facteurs antihémophiliques et anti allo-immunisation),,,,false,1
Gélatine fluide modifiée perfusion - Haemacel,perfusion,pharmacie,SN,,Gélatine fluide modifiée perfusion|Gélatine fluide modifiée|Haemacel,,,medicament|senegal|perfusion,,,draft,Niveaux: + + | Source: Gélatine fluide modifiée perfusion + + Haemacel,,,Haemacel,false,1
Concentré de facteur VIII 500UI injectable,injectable,pharmacie,SN,,Concentré de facteur VIII 500UI injectable|Concentré de facteur VIII,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Concentré de facteur VIII 500UI injectable + +,,,,false,1
Concentré de facteur VIII 1000UI injectable,injectable,pharmacie,SN,,Concentré de facteur VIII 1000UI injectable|Concentré de facteur VIII,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Concentré de facteur VIII 1000UI injectable + +,,,,false,1
Concentré de facteur VIII 250UI injectable,injectable,pharmacie,SN,,Concentré de facteur VIII 250UI injectable|Concentré de facteur VIII,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Concentré de facteur VIII 250UI injectable + +,,,,false,1
Concentré de facteur IX 500UI injectable,injectable,pharmacie,SN,,Concentré de facteur IX 500UI injectable|Concentré de facteur IX,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Concentré de facteur IX 500UI injectable + +,,,,false,1
Concentré de facteur IX 1000UI injectable,injectable,pharmacie,SN,,Concentré de facteur IX 1000UI injectable|Concentré de facteur IX,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Concentré de facteur IX 1000UI injectable + +,,,,false,1
Immunoglobuline anti-D 250UI injectable,injectable,pharmacie,SN,,Immunoglobuline anti-D 250UI injectable|Immunoglobuline anti-D,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Immunoglobuline anti-D 250UI injectable + +,,,,false,1
Immunoglobuline anti-D 1000UI injectable,injectable,pharmacie,SN,,Immunoglobuline anti-D 1000UI injectable|Immunoglobuline anti-D,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Immunoglobuline anti-D 1000UI injectable + +,,,,false,1
Immunoglobuline polyvalent 250UI injectable,injectable,pharmacie,SN,,Immunoglobuline polyvalent 250UI injectable|Immunoglobuline polyvalent,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Immunoglobuline polyvalent 250UI injectable + +,,,,false,1
Facteurs antihémophilliques A et B injectable,injectable,pharmacie,SN,,Facteurs antihémophilliques A et B injectable|Facteurs antihémophilliques A et B,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Facteurs antihémophilliques A et B injectable + +,,,,false,1
Hydroxyéthylamidon perfusion - Voluven,perfusion,pharmacie,SN,,Hydroxyéthylamidon perfusion|Hydroxyéthylamidon|Voluven,,,medicament|senegal|perfusion,,,draft,Niveaux: + + | Source: Hydroxyéthylamidon perfusion + + Voluven,,,Voluven,false,1
Trocard de mallarmé 15 G (aiguille medullograme),M?dicament,pharmacie,SN,,Trocard de mallarmé 15 G (aiguille medullograme)|Trocard de mallarmé,,,medicament|senegal,,,draft,Niveaux: + | Source: Trocard de mallarmé 15 G (aiguille medullograme) +,,,,false,1
Trocard de mallarmé 18 G (aiguille medullograme) + IX- MEDICAMENTS DE l'APPAREIL CARDIOVASCULAIRE IX-1 Anti-angoreux 25,M?dicament,pharmacie,SN,,Trocard de mallarmé 18 G (aiguille medullograme) + IX- MEDICAMENTS DE l'APPAREIL CARDIOVASCULAIRE IX-1 Anti-angoreux 25|Trocard de mallarmé,,,medicament|senegal,,,draft,Source: Trocard de mallarmé 18 G (aiguille medullograme) + IX- MEDICAMENTS DE l'APPAREIL CARDIOVASCULAIRE IX-1 Anti-angoreux 25,,,,false,1
Diltiazem 60mg comprimé - Tildiem,comprimé,pharmacie,SN,,Diltiazem 60mg comprimé|Diltiazem|Tildiem,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Diltiazem 60mg comprimé + + Tildiem,,,Tildiem,false,1
Diltiazem 200mg comprimé - Tildiem,comprimé,pharmacie,SN,,Diltiazem 200mg comprimé|Diltiazem|Tildiem,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Diltiazem 200mg comprimé + + Tildiem,,,Tildiem,false,1
Dinitrate d'isosorbide 10mg/10ml injectable - Risordan,injectable,pharmacie,SN,,Dinitrate d'isosorbide 10mg/10ml injectable|Dinitrate d'isosorbide|Risordan,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Dinitrate d'isosorbide 10mg/10ml injectable + + Risordan,,,Risordan,false,1
Dinitrate d'isosorbide 10mg comprimé - Risordan,comprimé,pharmacie,SN,,Dinitrate d'isosorbide 10mg comprimé|Dinitrate d'isosorbide|Risordan,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Dinitrate d'isosorbide 10mg comprimé + + Risordan,,,Risordan,false,1
"Trinitrate de glycérine 0,15mg comprimé",comprimé,pharmacie,SN,,"Trinitrate de glycérine 0,15mg comprimé|Trinitrate de glycérine",,,medicament|senegal|comprimé,,,draft,"Niveaux: + + | Source: Trinitrate de glycérine 0,15mg comprimé + +",,,,false,1
